YEAR,MONTH,DAY,TMAX
2016,10,12,24.4
2016,10,13,23
2016,10,14,24.3
2016,10,15,26.5
2016,10,16,28.4
2016,10,17,27
2016,10,18,29
2016,10,19,28.2
2016,10,20,27.4
2016,10,21,26
2016,10,25,27.6
2016,10,31,26.8
2016,11,1,26.6
2016,11,2,26.8
2016,11,3,27
2016,11,4,27.4
2016,11,5,24.8
2016,11,6,24.5
2016,11,7,25.1
2016,11,8,24
2016,11,9,25
2016,11,10,24.3
2016,11,12,24.8
2016,11,13,26.2
2016,11,14,23.8
2016,11,15,23.7
2016,11,16,24.3
2016,11,17,23.5
2016,11,24,21.5
2016,11,25,21
2016,11,26,22.5
2016,11,27,21.6
2016,11,28,22.6
2016,11,29,23
2016,11,30,22.2
2016,12,1,22.8
2016,12,3,21.7
2016,12,6,23
2016,12,7,23.6
2016,12,8,23.5
2016,12,9,21.8
2016,12,10,23.1
2016,12,11,22
2016,12,12,20.6
2016,12,13,21.3
2016,12,14,20
2016,12,15,21.2
2016,12,16,21.2
2016,12,17,20.8
2016,12,20,20.7
2016,12,21,21.3
2016,12,22,21.8
2016,12,23,23
2016,12,24,22.5
2016,12,25,21.4
2016,12,26,19.7
2016,12,28,19.2
2016,12,29,21.7
2016,12,30,22.8
2017,1,1,21.3
2017,1,2,19.8
2017,1,4,21.5
2017,1,5,21
2017,1,6,19.2
2017,1,7,19.8
2017,1,11,16.8
2017,1,12,18.3
2017,1,13,18
2017,1,14,17.4
2017,1,15,18.8
2017,1,16,18.3
2017,1,17,18.3
2017,1,21,20.3
2017,1,22,22.3
2017,1,23,21.6
2017,1,24,22.8
2017,1,25,24
2017,1,26,24.3
2017,1,27,21.5
2017,1,28,21
2017,1,29,20.4
2017,1,31,21.7
2017,2,2,19.9
2017,2,3,21.7
2017,2,4,25.3
2017,2,5,23.5
2017,2,6,22.3
2017,2,7,22
2017,2,8,21
2017,2,9,21.5
2017,2,10,22
2017,2,11,21.4
2017,2,12,20.8
2017,2,13,21.7
2017,2,15,22.8
2017,2,16,23
2017,2,17,26
2017,2,19,22.7
2017,2,20,23.3
2017,2,21,24
2017,2,22,23.5
2017,2,23,22.4
2017,2,24,21.7
2017,2,25,19.7
2017,2,26,21
2017,2,27,20.6
2017,2,28,22
2017,3,2,23.5
2017,3,3,26.5
2017,3,4,25.2
2017,3,5,25.5
2017,3,6,23.6
2017,3,7,23.5
2017,3,8,23.8
2017,3,9,23.2
2017,3,11,17.5
2017,3,12,20
2017,3,13,20.5
2017,3,16,23
2017,3,17,22.5
2017,3,18,23
2017,3,19,20.5
2017,3,20,19.7
2017,3,21,20.5
2017,3,22,22.3
2017,3,23,25
2017,3,24,25.3
2017,3,25,26.2
2017,3,26,23.5
2017,3,27,25
2017,3,28,27.2
2017,3,29,21.4
2017,3,30,22.5
2017,3,31,26.7
2017,4,1,24.8
2017,4,2,25.8
2017,4,3,27.5
2017,4,4,23.4
2017,4,5,24
2017,4,6,26.3
2017,4,7,26
2017,4,8,28.8
2017,4,9,28
2017,4,10,26.6
2017,4,11,26
2017,4,12,25.8
2017,4,13,27.5
2017,4,14,28.4
2017,4,15,24.8
2017,4,16,25
2017,4,19,28
2017,4,20,23
2017,4,21,27.7
2017,4,22,28.2
2017,4,23,24.5
2017,4,24,27.7
2017,4,25,27.4
2017,4,26,29.5
2017,4,27,30
2017,4,28,29.8
2017,4,29,26.9
2017,5,2,26.2
2017,5,3,27.5
2017,5,4,27
2017,5,5,28
2017,5,6,27.6
2017,5,8,29.4
2017,5,9,23.8
2017,5,10,27.4
2017,5,11,27.5
2017,5,15,26.4
2017,5,16,28
2017,5,17,27.4
2017,5,18,28.2
2017,5,19,27.8
2017,5,20,29.3
2017,5,21,28.2
2017,5,22,30
2017,5,23,29.4
2017,5,24,30.5
2017,5,26,26.8
2017,5,27,27.6
2017,5,28,29.6
2017,5,29,30.7
2017,5,30,25.5
2017,5,31,28
2017,6,2,28
2017,6,3,28
2017,6,4,31
2017,6,5,30.6
2017,6,7,29.6
2017,6,8,24.8
2017,6,13,28.4
2017,6,14,31.2
2017,6,15,28.6
2017,6,19,27.6
2017,6,20,25.3
2017,6,21,26.8
2017,6,22,28
2017,6,23,27.8
2017,6,25,28.8
2017,6,26,28.6
2017,6,27,28.5
2017,6,29,27
2017,7,1,27.6
2017,7,2,28.5
2017,7,3,27.8
2017,7,4,27.4
2017,7,5,28.3
2017,7,6,26.9
2017,7,7,28.8
2017,7,8,28
2017,7,9,27
2017,7,10,28.1
2017,7,11,23.6
2017,7,12,27.5
2017,7,13,29.1
2017,7,14,28.4
2017,7,15,28.7
2017,7,16,28.8
2017,7,17,30.2
2017,7,20,31.4
2017,7,21,27.8
2017,7,22,29.4
2017,7,23,26.7
2017,7,24,27.6
2017,7,26,27.7
2017,7,27,29.3
2017,7,29,27.2
2017,7,30,28.5
2017,7,31,28.4
2017,8,1,27.2
2017,8,5,29.4
2017,8,6,28.6
2017,8,7,27.4
2017,8,16,27.7
2017,8,18,28.7
2017,8,19,28.7
2017,8,20,27.8
2017,8,22,26.4
2017,8,23,29.7
2017,8,24,29.4
2017,8,25,29
2017,8,26,29.5
2017,8,27,24.5
2017,8,28,29.8
2017,8,29,28.4
2017,8,30,28.3
2017,9,1,28.5
2017,9,2,26.6
2017,9,3,26.2
2017,9,4,27.5
2017,9,5,27.8
2017,9,6,28.4
2017,9,7,28.5
2017,9,9,28.4
2017,9,10,27.7
2017,9,11,27.2
2017,9,12,27.7
2017,9,13,28.3
2017,9,14,28
2017,9,15,28.5
2017,9,16,29.6
2017,9,17,31
2017,9,18,28.1
2017,9,20,25.5
2017,9,21,28
2017,9,22,33.6
2017,9,23,28.7
2017,9,25,28
2017,9,26,28.6
2017,9,27,29
2017,9,28,28.3
2017,9,29,28
2017,9,30,27.4
2017,10,1,27.1
2017,10,2,26.4
2017,10,3,27.9
2017,10,6,30.2
2017,10,8,28
2017,10,9,29.5
2017,10,11,24.5
2017,10,12,28.6
2017,10,14,26.8
2017,10,16,26.5
2017,10,18,29.6
2017,10,20,25.6
2017,10,23,24.8
2017,10,24,25.2
2017,10,25,24.7
2017,10,26,23.5
2017,10,28,24.4
2017,10,29,26.5
2017,11,7,25.2
2017,11,8,25.9
2017,11,9,25.2
2017,11,10,25
2017,11,11,24.3
2017,11,13,24
2017,11,14,24.1
2017,11,15,24
2017,11,16,24.3
2017,11,17,24.3
2017,11,19,23.9
2017,11,20,23.9
2017,11,21,22.5
2017,11,24,21.9
2017,11,25,22.6
2017,11,26,22.7
2017,11,27,21.8
2017,11,28,20.8
2017,11,30,21
2017,12,1,22.4
2017,12,4,22
2017,12,5,22.8
2017,12,6,21.8
2017,12,7,22.4
2017,12,8,23.3
2017,12,9,24.5
2017,12,10,24.5
2017,12,11,24
2017,12,12,23.3
2017,12,13,22.7
2017,12,14,21.5
2017,12,15,21.3
2017,12,16,21.5
2017,12,17,20.8
2017,12,18,21.2
2017,12,19,21.2
2017,12,20,22.5
2017,12,21,21.7
2017,12,22,21.3
2017,12,23,20.7
2017,12,24,21.3
2017,12,25,22.6
2017,12,26,23.2
2017,12,29,22.2
2017,12,30,21.6
2017,12,31,21.5
2018,1,1,21.4
2018,1,2,21.4
2018,1,3,20.1
2018,1,4,20
2018,1,5,19.1
2018,1,6,19.1
2018,1,7,17.5
2018,1,8,17
2018,1,9,18.5
2018,1,10,18.8
2018,1,11,18.5
2018,1,12,19.5
2018,1,13,20.4
2018,1,14,19.8
2018,1,15,20.5
2018,1,16,20.5
2018,1,17,21
2018,1,19,20.6
2018,1,20,20.4
2018,1,22,21.5
2018,1,23,21.7
2018,1,24,19
2018,1,25,19.3
2018,1,26,18.5
2018,1,29,18
2018,1,30,17.6
2018,1,31,19.4
2018,2,1,20
2018,2,2,20
2018,2,3,19.5
2018,2,4,19.7
2018,2,5,20.2
2018,2,6,18.8
2018,2,7,21.5
2018,2,8,20.4
2018,2,10,19.6
2018,2,11,19.6
2018,2,13,21.5
2018,2,14,22.5
2018,2,15,21
2018,2,17,21.9
2018,2,18,21.4
2018,2,19,20.7
2018,2,20,21.1
2018,2,21,22
2018,2,22,22
2018,2,23,22.6
2018,2,24,22.7
2018,2,25,24.4
2018,2,26,23.1
2018,2,28,23.6
2018,3,2,23.2
2018,3,3,25
2018,3,6,24.9
2018,3,7,24.9
2018,3,8,24.8
2018,3,9,25.2
2018,3,11,25
2018,3,12,23.3
2018,3,13,22
2018,3,14,24.3
2018,3,15,23.5
2018,3,16,26.6
2018,3,17,25.6
2018,3,18,24.2
2018,3,19,25.6
2018,3,20,25
2018,3,21,25.6
2018,3,22,27.1
2018,3,23,27.4
2018,3,24,27.2
2018,3,25,25.7
2018,3,26,26.6
2018,3,28,25.9
2018,3,30,24
2018,3,31,24
2018,4,1,27
2018,4,2,29.4
2018,4,7,27
2018,4,8,27.6
2018,4,9,25
2018,4,10,26
2018,4,13,25.5
2018,4,15,27.4
2018,4,16,25.6
2018,4,18,25.4
2018,4,19,24.9
2018,4,20,24.9
2018,4,21,26.1
2018,4,22,26.4
2018,4,23,26.4
2018,4,24,26.4
2018,4,25,26.5
2018,4,26,26
2018,4,27,27.1
2018,4,28,25.2
2018,4,29,26.5
2018,4,30,22.8
2018,5,1,26
2018,5,2,26
2018,5,3,25.3
2018,5,4,24.7
2018,5,5,24
2018,5,6,24.6
2018,5,7,25.5
2018,5,8,27
2018,5,10,26.6
2018,5,11,26.2
2018,5,13,25.7
2018,5,14,21.9
2018,5,15,25.6
2018,5,16,25.8
2018,5,17,26.2
2018,5,18,26
2018,5,19,26.6
2018,5,20,27.2
2018,5,21,27.7
2018,5,22,26.7
2018,5,24,27.4
2018,5,26,28.6
2018,5,27,29.1
2018,5,28,28
2018,5,31,28.4
2018,6,1,27.5
2018,6,3,27
2018,6,5,30.1
2018,6,7,28.5
2018,6,8,23.4
2018,6,9,29.6
2018,6,10,30.8
2018,6,11,29.8
2018,6,12,28.3
2018,6,13,28.3
2018,6,14,27.6
2018,6,15,27.9
2018,6,17,26.2
2018,6,18,26.6
2018,6,20,28.4
2018,6,21,28.8
2018,6,22,29.5
2018,6,23,28.6
2018,6,24,28.8
2018,6,25,26.8
2018,6,26,29.2
2018,6,27,28.5
2018,6,28,28.2
2018,6,29,27.5
2018,6,30,28.2
2018,7,1,25.7
2018,7,2,23.8
2018,8,3,27.1
2018,8,5,30
2018,8,6,31.5
2018,8,9,29
2018,8,10,27.6
2018,8,14,29.4
2018,9,13,26.5
2018,11,7,23.4
2018,11,8,24.2
2018,11,11,23.8
2018,11,14,26.5
2018,11,15,22.4
2018,11,16,22
2018,11,19,21.4
2018,11,21,22.2
2018,11,22,22.7
2018,11,23,23.4
2018,11,24,23.2
2018,11,25,24.4
2018,11,26,23.5
2018,11,27,23.6
2018,11,28,22.7
2018,11,29,22.8
2018,11,30,22.1
2018,12,2,22.6
2018,12,3,21.5
2018,12,4,22
2018,12,5,21.4
2018,12,7,21.2
2018,12,8,20.6
2018,12,10,21.9
2018,12,11,22.2
2018,12,13,22.4
2018,12,14,22.6
2018,12,15,22.5
2018,12,16,23.3
2018,12,17,19.1
2018,12,19,19.5
2018,12,20,19.2
2018,12,22,21.1
2018,12,23,22
2018,12,27,18
2018,12,28,17.8
2018,12,30,19.4
2018,12,31,19
2019,1,1,19.2
2019,1,2,20.3
2019,1,3,18.7
2019,1,4,17.6
2019,1,5,19.5
2019,1,6,21
2019,1,7,19.4
2019,1,10,18.8
2019,1,14,20
2019,1,15,18.9
2019,1,16,21.5
2019,1,17,20.6
2019,1,18,20.5
2019,1,19,19.7
2019,1,20,21.5
2019,1,22,22
2019,1,25,18.5
2019,1,26,20.4
2019,1,28,22
2019,1,29,20.5
2019,1,30,19.9
2019,1,31,19.5
2019,2,1,22.4
2019,2,3,21
2019,2,4,21.2
2019,2,5,21.7
2019,2,6,22
2019,2,7,21
2019,2,8,17.5
2019,2,10,18.6
2019,2,11,20
2019,2,12,21.7
2019,2,13,23
2019,2,15,22.2
2019,2,17,18.8
2019,2,20,20.5
2019,2,21,21
2019,2,22,21.7
2019,2,23,22.7
2019,2,24,23
2019,2,25,20.7
2019,2,26,22
2019,2,27,16.8
2019,2,28,16.5
2019,3,2,19.7
2019,3,3,22
2019,3,4,22.1
2019,3,5,21.5
2019,3,6,21.4
2019,3,7,21.6
2019,3,9,22
2019,3,10,23.6
2019,3,11,23.4
2019,3,12,25.7
2019,3,14,26.1
2019,3,15,26.5
2019,3,16,26.9
2019,3,18,25.3
2019,3,19,24.4
2019,3,20,24.8
2019,3,21,25.3
2019,3,22,27.1
2019,3,23,24.8
2019,3,24,25.4
2019,3,25,24.8
2019,3,26,21.2
2019,3,27,24.3
2019,3,28,26
2019,3,29,26
2019,3,30,26.6
2019,3,31,24.6
2019,4,1,24.8
2019,4,2,26
2019,4,3,24.1
2019,4,4,24.4
2019,4,7,23.2
2019,4,9,23.1
2019,4,10,26.6
2019,4,11,26.6
2019,4,12,27.4
2019,4,14,27
2019,4,16,26.4
2019,4,18,26.8
2019,4,19,27.7
2019,4,21,27.6
2019,4,22,26
2019,4,23,27.2
2019,4,24,28.7
2019,4,25,28.7
2019,4,26,29.9
2019,4,27,28.6
2019,4,28,29.6
2019,4,29,28.4
2019,4,30,29.5
2019,5,1,31.5
2019,5,2,29.6
2019,5,3,25.5
2019,5,4,21
2019,5,6,28.8
2019,5,7,29.7
2019,5,8,28.2
2019,5,9,28.5
2019,5,10,29.5
2019,5,11,30
2019,5,12,30.4
2019,5,14,27.5
2019,5,15,28.5
2019,5,16,27
2019,5,17,27.5
2019,5,19,29
2019,5,20,29.4
2019,5,21,28
2019,5,22,28.5
2019,5,23,27
2019,5,25,27
2019,5,27,29.2
2019,5,29,28.7
2019,5,30,28
2019,6,1,28.5
2019,6,2,29.5
2019,6,3,29.2
2019,6,4,28.6
2019,6,5,28.9
2019,6,6,27.4
2019,6,7,29.7
2019,6,8,28.2
2019,6,9,28.7
2019,6,10,30.6
2019,6,11,29.1
2019,6,12,30.4
2019,6,13,32.2
2019,6,14,31.2
2019,6,16,30.2
2019,6,18,29.5
2019,6,19,30.3
2019,6,20,29.8
2019,6,21,33.7
2019,6,22,31.6
2019,6,23,29.5
2019,6,24,31.9
2019,6,25,28.4
2019,6,26,27.1
2019,6,27,25.4
2019,6,28,30.8
2019,6,30,31.2
2019,7,1,32.6
2019,7,2,32.6
2019,7,3,28.7
2019,7,4,32.5
2019,7,6,31.4
2019,7,7,30.5
2019,7,8,28.2
2019,7,9,27.2
2019,7,10,25
2019,7,11,22.5
2019,7,12,24.5
2019,7,13,21.4
2019,7,14,23.3
2019,7,15,26.5
2019,7,16,28.4
2019,7,17,29.2
2019,7,19,29.8
2019,7,21,26.4
2019,7,22,28.6
2019,7,23,25.6
2019,7,24,25.3
2019,7,25,26
2019,7,27,29.5
2019,7,28,31
2019,7,29,30
2019,7,30,29
2019,7,31,28.8
2019,8,1,29.5
2019,8,3,29.8
2019,8,4,30
2019,8,5,30.8
2019,8,6,33.5
2019,8,7,30.4
2019,8,8,30
2019,8,9,29.2
2019,8,10,29.6
2019,8,12,33
2019,8,13,31.4
2019,8,14,31.5
2019,8,16,28.8
2019,8,17,28.6
2019,8,18,29.8
2019,8,19,29.3
2019,8,20,30.3
2019,8,21,30.4
2019,8,22,30.7
2019,8,25,31.6
2019,8,26,31.5
2019,8,27,30.4
2019,8,28,31.7
2019,8,29,30.4
2019,8,30,30.2
2019,8,31,30.2
2019,9,1,31.3
2019,9,2,32
2019,9,5,28.9
2019,9,6,30
2019,9,7,30.7
2019,9,8,27.8
2019,9,9,29.5
2019,9,10,30
2019,9,11,30.6
2019,9,12,31.3
2019,9,13,26.1
2019,9,14,29.5
2019,9,15,29.2
2019,9,16,27.2
2019,9,17,25.4
2019,9,18,23.2
2019,9,19,29
2019,9,21,28.5
2019,9,23,28.3
2019,9,24,27.4
2019,9,25,24
2019,9,26,26.7
2019,9,27,27.2
2019,9,28,21.2
2019,9,29,19.5
2019,9,30,24.7
2019,10,1,26.7
2019,10,2,25.4
2019,10,3,27.6
2019,10,5,27.5
2019,10,6,26.8
2019,10,8,27
2019,10,9,27.6
2019,10,10,26.6
2019,10,11,26.8
2019,10,12,26.4
2019,10,13,26.4
2019,10,14,26.8
2019,10,15,27.5
2019,10,16,27.4
2019,10,17,26.9
2019,10,18,27.6
2019,10,20,22.8
2019,10,21,25.8
2019,10,22,26
2019,10,23,33.5
2019,10,25,20.9
2019,10,26,25.5
2019,10,27,23.5
2019,10,29,25.5
2019,10,31,25.7
2019,11,5,25.4
2019,11,6,24.6
2019,11,7,26
2019,11,8,27.7
2019,11,9,25
2019,11,11,23.7
2019,11,12,24.5
2019,11,13,25.8
2019,11,14,25.7
2019,11,15,26
2019,11,16,25.5
2019,12,11,20
2019,12,12,18
2019,12,13,19.2
2019,12,14,18
2019,12,15,20
2019,12,17,19.4
2019,12,18,18
2019,12,19,19.9
2019,12,21,19.7
2019,12,22,18.5
2019,12,23,19
2019,12,29,19.6
2019,12,30,20
2020,1,2,21.3
2020,1,6,16.5
2020,1,8,18.6
2020,1,9,19
2020,1,10,19.4
2020,1,12,20.5
2020,1,13,20.6
2020,1,14,19.7
2020,1,16,20
2020,1,17,13.2
2020,1,19,20.1
2020,1,20,18.4
2020,1,21,18.6
2020,1,22,16.8
2020,1,23,15.7
2020,1,24,16
2020,1,25,17.5
2020,1,26,17.4
2020,1,27,18.5
2020,1,28,18
2020,1,29,19
2020,1,30,18.3
2020,1,31,18.6
2020,2,1,17
2020,2,2,18.1
2020,2,3,18
2020,2,6,18.8
2020,2,8,18.8
2020,2,11,20.5
2020,2,12,22.1
2020,2,13,22
2020,2,14,21.1
2020,2,15,20.6
2020,2,16,21.5
2020,2,17,21.3
2020,2,20,19.8
2020,2,21,21.1
2020,2,23,24
2020,2,24,24.1
2020,2,25,23
2020,2,26,15
2020,2,28,21.5
2020,2,29,23
2020,3,1,23.4
2020,3,2,23.5
2020,3,3,22.8
2020,3,4,22.5
2020,3,5,23
2020,3,6,22.3
2020,3,7,24
2020,3,8,20.5
2020,3,10,22.8
2020,3,11,23.6
2020,3,12,24.9
2020,3,15,24.6
2020,3,16,24.2
2020,3,18,23.6
2020,3,25,25.4
2020,3,26,25.1
2020,3,27,25.1
2020,3,28,27
2020,3,29,27
2020,3,30,26
2020,3,31,26
2020,4,1,26.1
2020,4,2,26
2020,4,3,26
2020,4,4,26.8
2020,4,5,25.6
2020,4,6,27.1
2020,4,7,26.7
2020,4,8,28
2020,4,9,26.8
2020,4,10,27
2020,4,11,26.7
2020,4,12,24.5
2020,4,14,27.5
2020,4,15,25.4
2020,4,17,26
2020,4,18,25
2020,4,19,26.5
2020,4,20,27.3
2020,4,21,19.7
2020,4,22,23.5
2020,4,23,24.5
2020,4,24,24.3
2020,4,25,24.3
2020,4,27,26.4
2020,4,28,26
2020,4,29,25.5
2020,4,30,25.6
2020,5,1,26.4
2020,5,2,25.6
2020,5,3,28
2020,5,4,26.7
2020,5,5,25.5
2020,5,7,25.9
2020,5,8,25.7
2020,5,9,27
2020,5,10,29
2020,5,11,24
2020,5,12,28.2
2020,5,13,27.7
2020,5,15,26
2020,5,16,25.6
2020,5,17,28.2
2020,5,19,28
2020,5,20,25.5
2020,5,21,25.3
2020,5,24,27
2020,5,25,29.1
2020,5,26,31
2020,5,27,25.4
2021,1,20,19.6
2021,1,22,20.6
2021,1,23,20.5
2021,1,24,20
2021,1,25,19.6
2021,1,26,20.2
2021,1,27,20.5
2021,2,2,20.6
2021,2,3,22
2021,2,4,23
2021,2,6,20.5
2021,2,7,21.2
2021,2,8,23.1
2021,2,15,23
2021,2,17,23
2021,3,1,25.2
2021,3,2,25.2
2021,3,3,24.2
2021,3,4,23.4
2021,3,5,23.2
2021,3,6,23.8
2021,3,7,21.6
2021,3,8,24.5
2021,3,9,26.3
2021,3,10,25
2021,3,11,25.6
2021,3,12,26
2021,3,13,22.5
2021,3,14,24
2021,3,15,25
2021,3,16,25.6
2021,3,18,26.5
2021,3,19,26.2
2021,3,20,25.7
2021,3,21,28
2021,3,22,28
2021,3,23,27.7
2021,3,24,28.2
2021,3,25,28.4
2021,3,26,27.7
2021,3,27,26.1
2021,3,28,28.5
2021,3,29,26.7
2021,3,30,27.5
2021,3,31,24.9
2021,4,1,25.1
2021,4,2,27.5
2021,4,3,28.5
2021,4,5,28.4
2021,4,6,28
2021,4,7,29.9
2021,4,8,28.5
2021,4,9,29.1
2021,4,10,29.5
2021,4,11,30.5
2021,4,13,29.8
2021,4,14,31
2021,4,16,27.4
2021,4,17,25.6
2021,4,18,26.5
2021,4,19,28
2021,4,20,29.2
2021,4,21,28.5
2021,4,23,27.3
2021,4,24,29.1
2021,4,25,29.5
