Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-0.0975, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
0.42388, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
-0.1647, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
-0.7107, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
-0.1334, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
1.83927, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
-2.702, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
-5.1095, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
-1.1858, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
0.73708, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
-0.6284, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-0.8612, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
0.10083, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
0.47188, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
0.24307, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
0.36824, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
0.46305, 2060-2079, bcc_csm1_1, May Anomaly, NPL
0.82096, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
0.18579, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
4.93082, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
3.41434, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-0.8928, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
1.36832, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
1.65591, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
0.35444, 2060-2079, ccsm4, Jan Anomaly, NPL
-0.6995, 2060-2079, ccsm4, Feb Anomaly, NPL
-0.8154, 2060-2079, ccsm4, Mar Anomaly, NPL
0.43728, 2060-2079, ccsm4, Apr Anomaly, NPL
-1.6068, 2060-2079, ccsm4, May Anomaly, NPL
-1.4547, 2060-2079, ccsm4, Jun Anomaly, NPL
-1.7645, 2060-2079, ccsm4, Jul Anomaly, NPL
-2.5249, 2060-2079, ccsm4, Aug Anomaly, NPL
-2.6286, 2060-2079, ccsm4, Sep Anomaly, NPL
-14.133, 2060-2079, ccsm4, Oct Anomaly, NPL
-0.3383, 2060-2079, ccsm4, Nov Anomaly, NPL
-1.0191, 2060-2079, ccsm4, Dec Anomaly, NPL
-0.8601, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
0.01126, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.18533, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
0.19603, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
0.17172, 2060-2079, cesm1_cam5, May Anomaly, NPL
-2.9468, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-3.5922, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-5.0099, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-10.036, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-5.2558, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
0.36271, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-0.1804, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-0.3359, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-0.3948, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-0.5517, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-0.1246, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.71301, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
0.30702, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-0.784, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-1.5001, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
7.58626, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
6.07295, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.19904, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-0.1971, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
0.22858, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-0.3451, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.09719, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
0.20287, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
0.05456, 2060-2079, gfdl_cm3, May Anomaly, NPL
4.42783, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
6.69973, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
9.04209, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
14.72, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
8.34808, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-0.5742, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-1.1868, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-0.929, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.1939, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.40256, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-0.3154, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.4918, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.52239, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.5397, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-1.3214, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-3.5727, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-8.2512, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
1.93047, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-0.2327, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.22811, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-1.0684, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-0.046, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-0.8822, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-1.4632, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-4.1158, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-6.0584, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-10.557, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-11.587, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
2.52523, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
0.63073, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.14091, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-0.1687, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-1.3317, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-1.6481, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-1.7044, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
1.31129, 2060-2079, hadgem2_ao, May Anomaly, NPL
0.30395, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
1.9616, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
4.4668, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
13.614, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
13.328, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-0.876, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-1.0702, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-0.6824, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-1.24, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-1.5496, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-1.8317, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-1.4152, 2060-2079, hadgem2_es, May Anomaly, NPL
-8.2014, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-9.5886, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-10.659, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-20.332, 2060-2079, hadgem2_es, Sep Anomaly, NPL
4.00723, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-1.2461, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-0.7407, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-1.1561, 2060-2079, miroc5, Jan Anomaly, NPL
-0.3884, 2060-2079, miroc5, Feb Anomaly, NPL
-0.1067, 2060-2079, miroc5, Mar Anomaly, NPL
1.21728, 2060-2079, miroc5, Apr Anomaly, NPL
0.57547, 2060-2079, miroc5, May Anomaly, NPL
0.44511, 2060-2079, miroc5, Jun Anomaly, NPL
2.3065, 2060-2079, miroc5, Jul Anomaly, NPL
-0.4743, 2060-2079, miroc5, Aug Anomaly, NPL
-5.7448, 2060-2079, miroc5, Sep Anomaly, NPL
5.664, 2060-2079, miroc5, Oct Anomaly, NPL
1.17279, 2060-2079, miroc5, Nov Anomaly, NPL
-0.0601, 2060-2079, miroc5, Dec Anomaly, NPL
0.53666, 2060-2079, miroc_esm, Jan Anomaly, NPL
-0.7668, 2060-2079, miroc_esm, Feb Anomaly, NPL
-0.1147, 2060-2079, miroc_esm, Mar Anomaly, NPL
-0.1795, 2060-2079, miroc_esm, Apr Anomaly, NPL
-0.0578, 2060-2079, miroc_esm, May Anomaly, NPL
3.82621, 2060-2079, miroc_esm, Jun Anomaly, NPL
10.2534, 2060-2079, miroc_esm, Jul Anomaly, NPL
9.34092, 2060-2079, miroc_esm, Aug Anomaly, NPL
8.5441, 2060-2079, miroc_esm, Sep Anomaly, NPL
7.09525, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.03871, 2060-2079, miroc_esm, Nov Anomaly, NPL
1.76427, 2060-2079, miroc_esm, Dec Anomaly, NPL
-0.2071, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.14022, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.1186, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.1767, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
0.20852, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.3761, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
0.10121, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
0.6565, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
0.08329, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.18535, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.11709, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-0.5012, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-0.4806, 2060-2079, noresm1_m, Jan Anomaly, NPL
0.90789, 2060-2079, noresm1_m, Feb Anomaly, NPL
-0.5107, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.9243, 2060-2079, noresm1_m, Apr Anomaly, NPL
1.27507, 2060-2079, noresm1_m, May Anomaly, NPL
0.87776, 2060-2079, noresm1_m, Jun Anomaly, NPL
1.12928, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.1637, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.95532, 2060-2079, noresm1_m, Sep Anomaly, NPL
5.59982, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.5348, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.03323, 2060-2079, noresm1_m, Dec Anomaly, NPL
-1.345, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.5081, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.4171, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.7263, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.6134, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-10.603, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-21.674, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-37.187, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-48.414, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.42, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6066, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.5804, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.2068, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.4109, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.2692, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3521, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.318, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.2326, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.6747, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.62322, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
2.96057, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
8.15393, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.08861, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.4201, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
1.7553, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
2.37737, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.57427, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
11.8443, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
21.881, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
18.9161, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
22.6268, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
28.5606, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
38.8612, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
44.4267, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
4.52981, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
3.1197, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-4.2711, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
4.05143, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-4.1237, 2060-2079, ccsm4, Annual Anomaly, NPL
-8.6597, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
3.10756, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
14.082, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-4.7366, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-11.669, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
8.00063, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-12.858, 2060-2079, hadgem2_es, Annual Anomaly, NPL
-0.0806, 2060-2079, miroc5, Annual Anomaly, NPL
12.0116, 2060-2079, miroc_esm, Annual Anomaly, NPL
0.48774, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
0.77766, 2060-2079, noresm1_m, Annual Anomaly, NPL
-47.275, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
3.97153, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
33.9681, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
