Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
-0.0025, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
0.13316, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
0.99027, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
2.21817, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
2.03614, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
2.24815, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
2.14356, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
0.97041, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
0.98563, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
0.13965, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-2.0E-4, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
4.0E-5, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
0.16065, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
1.01796, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
1.87834, 2080-2099, bcc_csm1_1, May Anomaly, NPL
1.31067, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
0.42668, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
1.7063, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
1.56077, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
1.15578, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
0.1662, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.00137, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
0.03874, 2080-2099, bnu_esm, Mar Anomaly, NPL
0.56446, 2080-2099, bnu_esm, Apr Anomaly, NPL
1.61333, 2080-2099, bnu_esm, May Anomaly, NPL
1.46826, 2080-2099, bnu_esm, Jun Anomaly, NPL
0.72569, 2080-2099, bnu_esm, Jul Anomaly, NPL
0.7784, 2080-2099, bnu_esm, Aug Anomaly, NPL
3.37859, 2080-2099, bnu_esm, Sep Anomaly, NPL
2.0561, 2080-2099, bnu_esm, Oct Anomaly, NPL
0.0985, 2080-2099, bnu_esm, Nov Anomaly, NPL
-0.0012, 2080-2099, bnu_esm, Dec Anomaly, NPL
0.0115, 2080-2099, canesm2, Jan Anomaly, NPL
0.00263, 2080-2099, canesm2, Feb Anomaly, NPL
0.05906, 2080-2099, canesm2, Mar Anomaly, NPL
0.47692, 2080-2099, canesm2, Apr Anomaly, NPL
2.13769, 2080-2099, canesm2, May Anomaly, NPL
1.7412, 2080-2099, canesm2, Jun Anomaly, NPL
1.73893, 2080-2099, canesm2, Jul Anomaly, NPL
2.27996, 2080-2099, canesm2, Aug Anomaly, NPL
2.04227, 2080-2099, canesm2, Sep Anomaly, NPL
2.99796, 2080-2099, canesm2, Oct Anomaly, NPL
0.24929, 2080-2099, canesm2, Nov Anomaly, NPL
0.06, 2080-2099, canesm2, Dec Anomaly, NPL
0.00198, 2080-2099, ccsm4, Feb Anomaly, NPL
0.10985, 2080-2099, ccsm4, Mar Anomaly, NPL
1.38344, 2080-2099, ccsm4, Apr Anomaly, NPL
3.82355, 2080-2099, ccsm4, May Anomaly, NPL
2.39297, 2080-2099, ccsm4, Jun Anomaly, NPL
1.93872, 2080-2099, ccsm4, Jul Anomaly, NPL
2.43648, 2080-2099, ccsm4, Aug Anomaly, NPL
2.08618, 2080-2099, ccsm4, Sep Anomaly, NPL
0.74173, 2080-2099, ccsm4, Oct Anomaly, NPL
0.07206, 2080-2099, ccsm4, Nov Anomaly, NPL
0.00148, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
0.23216, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
1.3537, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
2.62369, 2080-2099, cesm1_cam5, May Anomaly, NPL
2.29272, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
1.85101, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
1.92751, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
3.54963, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
2.44194, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.10841, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
5.6E-4, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
4.7E-4, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
0.013, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
0.27717, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
1.41619, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
3.11163, 2080-2099, cnrm_cm5, May Anomaly, NPL
1.33966, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
1.57944, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
1.43643, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
2.62863, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
0.98574, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-0.0139, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
1.2E-4, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
1.7E-4, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.04096, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
1.50864, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
3.59671, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
1.45768, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
0.29367, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.53888, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
3.84107, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
1.81706, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.06702, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.0018, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.06321, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.39057, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
2.30732, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
4.65187, 2080-2099, gfdl_cm3, May Anomaly, NPL
4.17063, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
3.62536, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
4.09183, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
4.99712, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
3.20791, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
0.45548, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
0.01151, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
6.4E-4, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.12246, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.42439, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.26693, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.66939, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
0.50151, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-0.0084, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.89309, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
0.03432, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.02689, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
2.4E-4, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.00264, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.13723, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
0.40197, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
1.93875, 2080-2099, gfdl_esm2m, May Anomaly, NPL
1.48627, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
0.62302, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
0.33012, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
1.12975, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
0.93268, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
0.00397, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.08149, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
0.60054, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
1.55836, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.50637, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
0.98808, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
1.09554, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
2.78529, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
0.44526, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
0.00464, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
5.4E-4, 2080-2099, hadgem2_es, Feb Anomaly, NPL
0.14955, 2080-2099, hadgem2_es, Mar Anomaly, NPL
1.06236, 2080-2099, hadgem2_es, Apr Anomaly, NPL
2.12443, 2080-2099, hadgem2_es, May Anomaly, NPL
2.01111, 2080-2099, hadgem2_es, Jun Anomaly, NPL
1.18617, 2080-2099, hadgem2_es, Jul Anomaly, NPL
1.01458, 2080-2099, hadgem2_es, Aug Anomaly, NPL
3.66089, 2080-2099, hadgem2_es, Sep Anomaly, NPL
1.07589, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.00801, 2080-2099, hadgem2_es, Nov Anomaly, NPL
0.00195, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
0.07101, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
0.68805, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
1.01737, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
2.04229, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
2.19062, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
2.35906, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
3.11979, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
1.23072, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
0.08466, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
9.6E-4, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
0.04931, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
0.95691, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
1.5194, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
2.03162, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
3.70569, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
4.00849, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
2.72576, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
0.94509, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
0.16805, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
0.03903, 2080-2099, miroc5, Mar Anomaly, NPL
1.11991, 2080-2099, miroc5, Apr Anomaly, NPL
3.17879, 2080-2099, miroc5, May Anomaly, NPL
3.07462, 2080-2099, miroc5, Jun Anomaly, NPL
3.10768, 2080-2099, miroc5, Jul Anomaly, NPL
4.46312, 2080-2099, miroc5, Aug Anomaly, NPL
2.11972, 2080-2099, miroc5, Sep Anomaly, NPL
1.36563, 2080-2099, miroc5, Oct Anomaly, NPL
0.05565, 2080-2099, miroc5, Nov Anomaly, NPL
3.9E-4, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
4.1E-4, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
0.10787, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
1.1977, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
3.74872, 2080-2099, miroc_esm_chem, May Anomaly, NPL
3.00532, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
0.94361, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
1.20113, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
3.61755, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
2.35193, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
0.41118, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
0.02215, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
0.00459, 2080-2099, miroc_esm, Jan Anomaly, NPL
0.00193, 2080-2099, miroc_esm, Feb Anomaly, NPL
0.11547, 2080-2099, miroc_esm, Mar Anomaly, NPL
1.08193, 2080-2099, miroc_esm, Apr Anomaly, NPL
2.71038, 2080-2099, miroc_esm, May Anomaly, NPL
3.46515, 2080-2099, miroc_esm, Jun Anomaly, NPL
1.05634, 2080-2099, miroc_esm, Jul Anomaly, NPL
1.80171, 2080-2099, miroc_esm, Aug Anomaly, NPL
3.99695, 2080-2099, miroc_esm, Sep Anomaly, NPL
1.99563, 2080-2099, miroc_esm, Oct Anomaly, NPL
0.47776, 2080-2099, miroc_esm, Nov Anomaly, NPL
0.02159, 2080-2099, miroc_esm, Dec Anomaly, NPL
0.13302, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
1.16146, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
1.53892, 2080-2099, mpi_esm_lr, May Anomaly, NPL
0.78301, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
1.47851, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
1.83852, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
2.21365, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
0.08469, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.0229, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
0.05787, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
0.90191, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
1.42575, 2080-2099, mpi_esm_mr, May Anomaly, NPL
1.30787, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
1.30018, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
1.88352, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
2.09017, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.33021, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.02502, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
0.02787, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
0.17196, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
1.30909, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
1.94667, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.09784, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
0.8958, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
2.53539, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
1.80105, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.54637, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.02371, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
0.00516, 2080-2099, noresm1_m, Jan Anomaly, NPL
-0.0149, 2080-2099, noresm1_m, Mar Anomaly, NPL
0.66469, 2080-2099, noresm1_m, Apr Anomaly, NPL
3.12042, 2080-2099, noresm1_m, May Anomaly, NPL
1.3576, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.32645, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.77598, 2080-2099, noresm1_m, Aug Anomaly, NPL
2.01648, 2080-2099, noresm1_m, Sep Anomaly, NPL
1.20822, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.11913, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0359, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-5.0E-4, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.1606, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-1.8891, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.6527, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.9965, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-1.6294, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
0.03353, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0118, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
8.0E-5, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.11115, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.94503, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
2.67621, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
2.18692, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.96768, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
1.43138, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
2.92082, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
1.25998, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.06764, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.00577, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.02145, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
0.44186, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
2.65688, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
5.13161, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
3.47782, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
4.15963, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
4.85414, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
6.81533, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
4.49785, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
0.6955, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.03224, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
11.8626, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
9.38455, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
10.7208, 2080-2099, bnu_esm, Annual Anomaly, NPL
13.7974, 2080-2099, canesm2, Annual Anomaly, NPL
14.987, 2080-2099, ccsm4, Annual Anomaly, NPL
16.3828, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
12.7759, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
14.1619, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
27.9746, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
3.93125, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
6.9867, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
8.63391, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
11.7081, 2080-2099, hadgem2_es, Annual Anomaly, NPL
12.8055, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
16.1113, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
18.5241, 2080-2099, miroc5, Annual Anomaly, NPL
16.6071, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
16.7277, 2080-2099, miroc_esm, Annual Anomaly, NPL
9.20945, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
9.32597, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
10.3536, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
9.57923, 2080-2099, noresm1_m, Annual Anomaly, NPL
-2.6847, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
12.2002, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
29.0214, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
